knot_id_base,reproduced_t_standard,reproduced_t_inverse,jones_khovanov_same_representative,orientation_ambiguous
15a19695,False,True,False,False
15a19696,True,False,True,False
15a19697,True,False,True,False
15a19698,True,False,True,False
15a19699,False,True,False,False
15a19700,True,False,True,False
15a19701,False,True,False,False
15a19702,False,True,False,False
15a19703,False,True,False,False
15a19704,False,True,False,False
15a19705,False,True,False,False
15a19706,False,True,False,False
15a19707,False,True,False,False
15a19708,False,True,False,False
15a19709,False,True,False,False
15a19710,False,True,False,False
15a19711,True,False,True,False
15a19712,True,False,True,False
15a19713,True,False,True,False
15a19714,True,False,True,False
15a19715,False,True,False,False
15a19716,False,True,False,False
15a19717,False,True,False,False
15a19718,False,True,False,False
15a19719,False,True,False,False
15a19720,False,True,False,False
15a19721,False,True,False,False
15a19722,False,True,False,False
15a19723,True,False,True,False
15a19724,False,True,False,False
15a19725,False,True,False,False
15a19726,False,True,False,False
15a19727,False,True,False,False
15a19728,True,False,True,False
15a19729,True,False,True,False
15a19730,True,False,True,False
15a19731,True,False,True,False
15a19732,True,False,True,False
15a19733,True,False,True,False
15a19734,True,False,True,False
15a19735,True,False,True,False
15a19736,False,True,False,False
15a19737,False,True,False,False
15a19738,False,True,False,False
15a19739,False,True,False,False
15a19740,False,True,False,False
15a19741,True,False,True,False
15a19742,False,True,False,False
15a19743,True,False,True,False
15a19744,False,True,False,False
15a19745,True,False,True,False
15a19746,False,True,False,False
15a19747,True,False,True,False
15a19748,True,False,True,False
15a19749,True,False,True,False
15a19750,False,True,False,False
15a19751,False,True,False,False
15a19752,False,True,False,False
15a19753,False,True,False,False
15a19754,True,False,True,False
15a19755,True,False,True,False
15a19756,True,False,True,False
15a19757,True,False,True,False
15a19758,True,False,True,False
15a19759,True,False,True,False
15a19760,False,True,False,False
15a19761,False,True,False,False
15a19762,True,False,True,False
15a19763,False,True,False,False
15a19764,False,True,False,False
15a19765,False,True,False,False
15a19766,True,False,True,False
15a19767,True,False,True,False
15a19768,True,False,True,False
15a19769,True,False,True,False
15a19770,False,True,False,False
15a19771,True,False,True,False
15a19772,False,True,False,False
15a19773,False,True,False,False
15a19774,True,False,True,False
15a19775,False,True,False,False
15a19776,False,True,False,False
15a19777,False,True,False,False
15a19778,False,True,False,False
15a19779,True,False,True,False
15a19780,True,False,True,False
15a19781,False,True,False,False
15a19782,False,True,False,False
15a19783,False,True,False,False
15a19784,False,True,False,False
15a19785,False,True,False,False
15a19786,False,True,False,False
15a19787,False,True,False,False
15a19788,False,True,False,False
15a19789,False,True,False,False
15a19790,False,True,False,False
15a19791,True,False,True,False
15a19792,True,False,True,False
15a19793,False,True,False,False
15a19794,False,True,False,False
15a19795,True,False,True,False
15a19796,True,False,True,False
15a19797,False,True,False,False
15a19798,False,True,False,False
15a19799,True,False,True,False
15a19800,False,True,False,False
15a19801,False,True,False,False
15a19802,True,False,True,False
15a19803,True,False,True,False
15a19804,False,True,False,False
15a19805,True,False,True,False
15a19806,False,True,False,False
15a19807,False,True,False,False
15a19808,False,True,False,False
15a19809,True,False,True,False
15a19810,False,True,False,False
15a19811,False,True,False,False
15a19812,False,True,False,False
15a19813,False,True,False,False
15a19814,True,False,True,False
15a19815,True,False,True,False
15a19816,False,True,False,False
15a19817,False,True,False,False
15a19818,False,True,False,False
15a19819,True,False,True,False
15a19820,True,False,True,False
15a19821,False,True,False,False
15a19822,False,True,False,False
15a19823,False,True,False,False
15a19824,False,True,False,False
15a19825,False,True,False,False
15a19826,False,True,False,False
15a19827,False,True,False,False
15a19828,False,True,False,False
15a19829,False,True,False,False
15a19830,False,True,False,False
15a19831,False,True,False,False
15a19832,False,True,False,False
15a19833,False,True,False,False
15a19834,False,True,False,False
15a19835,False,True,False,False
15a19836,False,True,False,False
15a19837,False,True,False,False
15a19838,False,True,False,False
15a19839,False,True,False,False
15a19840,False,True,False,False
15a19841,False,True,False,False
15a19842,False,True,False,False
15a19843,True,False,True,False
15a19844,False,True,False,False
15a19845,True,False,True,False
15a19846,True,False,True,False
15a19847,True,False,True,False
15a19848,True,False,True,False
15a19849,True,False,True,False
15a19850,True,False,True,False
15a19851,True,False,True,False
15a19852,True,False,True,False
15a19853,False,True,False,False
15a19854,True,False,True,False
15a19855,True,False,True,False
15a19856,True,False,True,False
15a19857,False,True,False,False
15a19858,True,False,True,False
15a19859,True,False,True,False
15a19860,True,False,True,False
15a19861,True,False,True,False
15a19862,True,False,True,False
15a19863,True,False,True,False
15a19864,True,False,True,False
15a19865,True,False,True,False
15a19866,True,False,True,False
15a19867,True,False,True,False
15a19868,True,False,True,False
15a19869,True,False,True,False
15a19870,False,True,False,False
15a19871,False,True,False,False
15a19872,False,True,False,False
15a19873,True,False,True,False
15a19874,False,True,False,False
15a19875,True,False,True,False
15a19876,True,False,True,False
15a19877,True,False,True,False
15a19878,False,True,False,False
15a19879,True,False,True,False
15a19880,True,False,True,False
15a19881,True,False,True,False
15a19882,True,False,True,False
15a19883,True,False,True,False
15a19884,False,True,False,False
15a19885,True,False,True,False
15a19886,True,False,True,False
15a19887,False,True,False,False
15a19888,True,False,True,False
15a19889,True,False,True,False
15a19890,True,False,True,False
15a19891,True,False,True,False
15a19892,False,True,False,False
15a19893,True,False,True,False
15a19894,False,True,False,False
15a19895,False,True,False,False
15a19896,True,False,True,False
15a19897,True,False,True,False
15a19898,False,True,False,False
15a19899,True,False,True,False
15a19900,True,False,True,False
15a19901,True,False,True,False
15a19902,True,False,True,False
15a19903,True,False,True,False
15a19904,True,False,True,False
15a19905,False,True,False,False
15a19906,False,True,False,False
15a19907,True,False,True,False
15a19908,True,False,True,False
15a19909,True,False,True,False
15a19910,False,True,False,False
15a19911,False,True,False,False
15a19912,False,True,False,False
15a19913,True,False,True,False
15a19914,False,True,False,False
15a19915,True,False,True,False
15a19916,False,True,False,False
15a19917,True,False,True,False
15a19918,False,True,False,False
15a19919,False,True,False,False
15a19920,False,True,False,False
15a19921,False,True,False,False
15a19922,True,False,True,False
15a19923,True,False,True,False
15a19924,False,True,False,False
15a19925,True,False,True,False
15a19926,True,False,True,False
15a19927,True,False,True,False
15a19928,True,False,True,False
15a19929,True,False,True,False
15a19930,True,False,True,False
15a19931,True,False,True,False
15a19932,True,False,True,False
15a19933,True,False,True,False
15a19934,False,True,False,False
15a19935,True,False,True,False
15a19936,True,False,True,False
15a19937,True,False,True,False
15a19938,True,False,True,False
15a19939,True,False,True,False
15a19940,False,True,False,False
15a19941,True,False,True,False
15a19942,True,False,True,False
15a19943,True,False,True,False
15a19944,False,True,False,False
15a19945,False,True,False,False
15a19946,True,False,True,False
15a19947,True,False,True,False
15a19948,True,False,True,False
15a19949,True,False,True,False
15a19950,True,False,True,False
15a19951,True,False,True,False
15a19952,False,True,False,False
15a19953,False,True,False,False
15a19954,True,False,True,False
15a19955,True,False,True,False
15a19956,True,False,True,False
15a19957,True,False,True,False
15a19958,True,False,True,False
15a19959,False,True,False,False
15a19960,True,False,True,False
15a19961,True,False,True,False
15a19962,False,True,False,False
15a19963,True,False,True,False
15a19964,True,False,True,False
15a19965,True,False,True,False
15a19966,False,True,False,False
15a19967,False,True,False,False
15a19968,True,False,True,False
15a19969,False,True,False,False
15a19970,True,False,True,False
15a19971,False,True,False,False
15a19972,True,False,True,False
15a19973,True,False,True,False
15a19974,True,False,True,False
15a19975,True,False,True,False
15a19976,True,False,True,False
15a19977,True,False,True,False
15a19978,False,True,False,False
15a19979,True,False,True,False
15a19980,True,False,True,False
15a19981,False,True,False,False
15a19982,True,False,True,False
15a19983,True,False,True,False
15a19984,True,False,True,False
15a19985,True,False,True,False
15a19986,False,True,False,False
15a19987,True,False,True,False
15a19988,True,False,True,False
15a19989,True,False,True,False
15a19990,False,True,False,False
15a19991,False,True,False,False
15a19992,True,False,True,False
15a19993,False,True,False,False
15a19994,True,False,True,False
15a19995,True,False,True,False
15a19996,False,True,False,False
15a19997,True,False,True,False
15a19998,True,False,True,False
15a19999,True,False,True,False
15a20000,False,True,False,False
15a20001,True,False,True,False
15a20002,False,True,False,False
15a20003,False,True,False,False
15a20004,True,False,True,False
15a20005,True,False,True,False
15a20006,True,False,True,False
15a20007,True,False,True,False
15a20008,False,True,False,False
15a20009,False,True,False,False
15a20010,True,False,True,False
15a20011,True,False,True,False
15a20012,False,True,False,False
15a20013,False,True,False,False
15a20014,True,False,True,False
15a20015,False,True,False,False
15a20016,False,True,False,False
15a20017,False,True,False,False
15a20018,False,True,False,False
15a20019,False,True,False,False
15a20020,False,True,False,False
15a20021,True,False,True,False
15a20022,True,False,True,False
15a20023,True,False,True,False
15a20024,False,True,False,False
15a20025,True,False,True,False
15a20026,False,True,False,False
15a20027,False,True,False,False
15a20028,True,False,True,False
15a20029,False,True,False,False
15a20030,False,True,False,False
15a20031,False,True,False,False
15a20032,True,False,True,False
15a20033,True,False,True,False
15a20034,True,False,True,False
15a20035,False,True,False,False
15a20036,False,True,False,False
15a20037,False,True,False,False
15a20038,False,True,False,False
15a20039,False,True,False,False
15a20040,False,True,False,False
15a20041,True,False,True,False
15a20042,False,True,False,False
15a20043,False,True,False,False
15a20044,True,False,True,False
15a20045,False,True,False,False
15a20046,True,False,True,False
15a20047,False,True,False,False
15a20048,True,False,True,False
15a20049,True,False,True,False
15a20050,True,False,True,False
15a20051,False,True,False,False
15a20052,False,True,False,False
15a20053,False,True,False,False
15a20054,False,True,False,False
15a20055,False,True,False,False
15a20056,False,True,False,False
15a20057,False,True,False,False
15a20058,True,False,True,False
15a20059,True,False,True,False
15a20060,True,False,True,False
15a20061,False,True,False,False
15a20062,True,False,True,False
15a20063,True,False,True,False
15a20064,True,False,True,False
15a20065,False,True,False,False
15a20066,False,True,False,False
15a20067,False,True,False,False
15a20068,False,True,False,False
15a20069,False,True,False,False
15a20070,False,True,False,False
15a20071,False,True,False,False
15a20072,False,True,False,False
15a20073,False,True,False,False
15a20074,True,False,True,False
15a20075,True,False,True,False
15a20076,True,False,True,False
15a20077,False,True,False,False
15a20078,False,True,False,False
15a20079,True,False,True,False
15a20080,False,True,False,False
15a20081,False,True,False,False
15a20082,True,False,True,False
15a20083,False,True,False,False
15a20084,False,True,False,False
15a20085,False,True,False,False
15a20086,False,True,False,False
15a20087,True,False,True,False
15a20088,True,False,True,False
15a20089,False,True,False,False
15a20090,False,True,False,False
15a20091,False,True,False,False
15a20092,False,True,False,False
15a20093,False,True,False,False
15a20094,False,True,False,False
15a20095,False,True,False,False
15a20096,True,False,True,False
15a20097,True,False,True,False
15a20098,False,True,False,False
15a20099,False,True,False,False
15a20100,True,False,True,False
15a20101,True,False,True,False
15a20102,False,True,False,False
15a20103,False,True,False,False
15a20104,False,True,False,False
15a20105,True,False,True,False
15a20106,False,True,False,False
15a20107,False,True,False,False
15a20108,False,True,False,False
15a20109,False,True,False,False
15a20110,False,True,False,False
15a20111,False,True,False,False
15a20112,False,True,False,False
15a20113,False,True,False,False
15a20114,False,True,False,False
15a20115,False,True,False,False
15a20116,False,True,False,False
15a20117,True,False,True,False
15a20118,False,True,False,False
15a20119,False,True,False,False
15a20120,True,False,True,False
15a20121,False,True,False,False
15a20122,False,True,False,False
15a20123,True,False,True,False
15a20124,False,True,False,False
15a20125,True,False,True,False
15a20126,False,True,False,False
15a20127,False,True,False,False
15a20128,False,True,False,False
15a20129,False,True,False,False
15a20130,False,True,False,False
15a20131,False,True,False,False
15a20132,False,True,False,False
15a20133,False,True,False,False
15a20134,True,False,True,False
15a20135,False,True,False,False
15a20136,False,True,False,False
15a20137,False,True,False,False
15a20138,False,True,False,False
15a20139,False,True,False,False
15a20140,False,True,False,False
15a20141,True,False,True,False
15a20142,True,False,True,False
15a20143,False,True,False,False
15a20144,False,True,False,False
15a20145,False,True,False,False
15a20146,False,True,False,False
15a20147,False,True,False,False
15a20148,False,True,False,False
15a20149,True,False,True,False
15a20150,True,False,True,False
15a20151,True,False,True,False
15a20152,True,False,True,False
15a20153,True,False,True,False
15a20154,True,False,True,False
15a20155,False,True,False,False
15a20156,True,False,True,False
15a20157,True,False,True,False
15a20158,True,False,True,False
15a20159,True,False,True,False
15a20160,False,True,False,False
15a20161,True,False,True,False
15a20162,True,False,True,False
15a20163,True,False,True,False
15a20164,True,False,True,False
15a20165,True,False,True,False
15a20166,True,False,True,False
15a20167,False,True,False,False
15a20168,True,False,True,False
15a20169,False,True,False,False
15a20170,True,False,True,False
15a20171,True,False,True,False
15a20172,True,False,True,False
15a20173,True,False,True,False
15a20174,True,False,True,False
15a20175,True,False,True,False
15a20176,True,False,True,False
15a20177,True,False,True,False
15a20178,False,True,False,False
15a20179,True,False,True,False
15a20180,True,False,True,False
15a20181,True,False,True,False
15a20182,True,False,True,False
15a20183,True,False,True,False
15a20184,True,False,True,False
15a20185,True,False,True,False
15a20186,True,False,True,False
15a20187,True,False,True,False
15a20188,True,False,True,False
15a20189,False,True,False,False
15a20190,False,True,False,False
15a20191,True,False,True,False
15a20192,False,True,False,False
15a20193,False,True,False,False
15a20194,False,True,False,False
15a20195,False,True,False,False
15a20196,True,False,True,False
15a20197,True,False,True,False
15a20198,True,False,True,False
15a20199,True,False,True,False
15a20200,True,False,True,False
15a20201,True,False,True,False
15a20202,True,False,True,False
15a20203,True,False,True,False
15a20204,True,False,True,False
15a20205,False,True,False,False
15a20206,False,True,False,False
15a20207,True,False,True,False
15a20208,True,False,True,False
15a20209,True,False,True,False
15a20210,True,False,True,False
15a20211,True,False,True,False
15a20212,True,False,True,False
15a20213,True,False,True,False
15a20214,True,False,True,False
15a20215,False,True,False,False
15a20216,False,True,False,False
15a20217,True,False,True,False
15a20218,True,False,True,False
15a20219,True,False,True,False
15a20220,True,False,True,False
15a20221,False,True,False,False
15a20222,False,True,False,False
15a20223,False,True,False,False
15a20224,False,True,False,False
15a20225,True,False,True,False
15a20226,False,True,False,False
15a20227,False,True,False,False
15a20228,True,False,True,False
15a20229,False,True,False,False
15a20230,False,True,False,False
15a20231,True,False,True,False
15a20232,True,False,True,False
15a20233,True,False,True,False
15a20234,True,False,True,False
15a20235,True,False,True,False
15a20236,True,False,True,False
15a20237,True,False,True,False
15a20238,True,False,True,False
15a20239,True,False,True,False
15a20240,True,False,True,False
15a20241,True,False,True,False
15a20242,False,True,False,False
15a20243,True,False,True,False
15a20244,True,False,True,False
15a20245,True,False,True,False
15a20246,False,True,False,False
15a20247,False,True,False,False
15a20248,False,True,False,False
15a20249,False,True,False,False
15a20250,True,False,True,False
15a20251,True,False,True,False
15a20252,True,False,True,False
15a20253,True,False,True,False
15a20254,True,False,True,False
15a20255,True,False,True,False
15a20256,True,False,True,False
15a20257,True,False,True,False
15a20258,True,False,True,False
15a20259,True,False,True,False
15a20260,False,True,False,False
15a20261,False,True,False,False
15a20262,False,True,False,False
15a20263,True,False,True,False
15a20264,True,False,True,False
15a20265,True,False,True,False
15a20266,True,False,True,False
15a20267,False,True,False,False
15a20268,True,False,True,False
15a20269,True,False,True,False
15a20270,True,False,True,False
15a20271,True,False,True,False
15a20272,True,False,True,False
15a20273,False,True,False,False
15a20274,True,False,True,False
15a20275,True,False,True,False
15a20276,True,False,True,False
15a20277,True,False,True,False
15a20278,False,True,False,False
15a20279,False,True,False,False
15a20280,False,True,False,False
15a20281,False,True,False,False
15a20282,True,False,True,False
15a20283,True,False,True,False
15a20284,False,True,False,False
15a20285,True,False,True,False
15a20286,True,False,True,False
15a20287,False,True,False,False
15a20288,False,True,False,False
15a20289,True,False,True,False
15a20290,True,False,True,False
15a20291,True,False,True,False
15a20292,True,False,True,False
15a20293,True,False,True,False
15a20294,True,False,True,False
15a20295,True,False,True,False
15a20296,True,False,True,False
15a20297,True,False,True,False
15a20298,False,True,False,False
15a20299,True,False,True,False
15a20300,True,False,True,False
15a20301,True,False,True,False
15a20302,True,False,True,False
15a20303,True,False,True,False
15a20304,True,False,True,False
15a20305,False,True,False,False
15a20306,True,False,True,False
15a20307,True,False,True,False
15a20308,True,False,True,False
15a20309,True,False,True,False
15a20310,True,False,True,False
15a20311,True,False,True,False
15a20312,True,False,True,False
15a20313,True,False,True,False
15a20314,True,False,True,False
15a20315,True,False,True,False
15a20316,True,False,True,False
15a20317,False,True,False,False
15a20318,True,False,True,False
15a20319,False,True,False,False
15a20320,True,False,True,False
15a20321,True,False,True,False
15a20322,True,False,True,False
15a20323,False,True,False,False
15a20324,False,True,False,False
15a20325,False,True,False,False
15a20326,False,True,False,False
15a20327,False,True,False,False
15a20328,False,True,False,False
15a20329,True,False,True,False
15a20330,True,False,True,False
15a20331,True,False,True,False
15a20332,True,False,True,False
15a20333,True,False,True,False
15a20334,False,True,False,False
15a20335,False,True,False,False
15a20336,True,False,True,False
15a20337,False,True,False,False
15a20338,False,True,False,False
15a20339,False,True,False,False
15a20340,False,True,False,False
15a20341,False,True,False,False
15a20342,False,True,False,False
15a20343,True,False,True,False
15a20344,True,False,True,False
15a20345,False,True,False,False
15a20346,True,False,True,False
15a20347,True,False,True,False
15a20348,True,False,True,False
15a20349,True,False,True,False
15a20350,True,False,True,False
15a20351,True,False,True,False
15a20352,True,False,True,False
15a20353,True,False,True,False
15a20354,True,False,True,False
15a20355,False,True,False,False
15a20356,False,True,False,False
15a20357,False,True,False,False
15a20358,False,True,False,False
15a20359,False,True,False,False
15a20360,False,True,False,False
15a20361,False,True,False,False
15a20362,True,False,True,False
15a20363,True,False,True,False
15a20364,True,False,True,False
15a20365,False,True,False,False
15a20366,False,True,False,False
15a20367,True,False,True,False
15a20368,False,True,False,False
15a20369,True,False,True,False
15a20370,False,True,False,False
15a20371,True,False,True,False
15a20372,False,True,False,False
15a20373,False,True,False,False
15a20374,False,True,False,False
15a20375,True,False,True,False
15a20376,True,False,True,False
15a20377,True,False,True,False
15a20378,True,False,True,False
15a20379,True,False,True,False
15a20380,False,True,False,False
15a20381,True,False,True,False
15a20382,False,True,False,False
15a20383,True,False,True,False
15a20384,True,False,True,False
15a20385,True,False,True,False
15a20386,True,False,True,False
15a20387,False,True,False,False
15a20388,False,True,False,False
15a20389,False,True,False,False
15a20390,False,True,False,False
15a20391,True,False,True,False
15a20392,True,False,True,False
15a20393,False,True,False,False
15a20394,False,True,False,False
15a20395,False,True,False,False
15a20396,True,False,True,False
15a20397,False,True,False,False
15a20398,False,True,False,False
15a20399,False,True,False,False
15a20400,True,False,True,False
15a20401,True,False,True,False
15a20402,False,True,False,False
15a20403,False,True,False,False
15a20404,True,False,True,False
15a20405,True,False,True,False
15a20406,False,True,False,False
15a20407,False,True,False,False
15a20408,False,True,False,False
15a20409,False,True,False,False
15a20410,False,True,False,False
15a20411,False,True,False,False
15a20412,True,False,True,False
15a20413,False,True,False,False
15a20414,True,False,True,False
15a20415,False,True,False,False
15a20416,False,True,False,False
15a20417,False,True,False,False
15a20418,True,False,True,False
15a20419,False,True,False,False
15a20420,False,True,False,False
15a20421,True,False,True,False
15a20422,True,False,True,False
15a20423,True,False,True,False
15a20424,False,True,False,False
15a20425,False,True,False,False
15a20426,True,False,True,False
15a20427,False,True,False,False
15a20428,False,True,False,False
15a20429,False,True,False,False
15a20430,False,True,False,False
15a20431,False,True,False,False
15a20432,True,False,True,False
15a20433,False,True,False,False
15a20434,False,True,False,False
15a20435,False,True,False,False
15a20436,False,True,False,False
15a20437,False,True,False,False
15a20438,False,True,False,False
15a20439,False,True,False,False
15a20440,False,True,False,False
15a20441,False,True,False,False
15a20442,False,True,False,False
15a20443,False,True,False,False
15a20444,False,True,False,False
15a20445,False,True,False,False
15a20446,False,True,False,False
15a20447,False,True,False,False
15a20448,False,True,False,False
15a20449,False,True,False,False
15a20450,False,True,False,False
15a20451,False,True,False,False
15a20452,False,True,False,False
15a20453,False,True,False,False
15a20454,False,True,False,False
15a20455,True,False,True,False
15a20456,False,True,False,False
15a20457,False,True,False,False
15a20458,False,True,False,False
15a20459,False,True,False,False
15a20460,False,True,False,False
15a20461,True,False,True,False
15a20462,True,False,True,False
15a20463,True,False,True,False
15a20464,True,False,True,False
15a20465,True,False,True,False
15a20466,False,True,False,False
15a20467,False,True,False,False
15a20468,False,True,False,False
15a20469,False,True,False,False
15a20470,False,True,False,False
15a20471,False,True,False,False
15a20472,True,False,True,False
15a20473,True,False,True,False
15a20474,False,True,False,False
15a20475,True,False,True,False
15a20476,False,True,False,False
15a20477,False,True,False,False
15a20478,True,False,True,False
15a20479,False,True,False,False
15a20480,False,True,False,False
15a20481,False,True,False,False
15a20482,False,True,False,False
15a20483,False,True,False,False
15a20484,False,True,False,False
15a20485,False,True,False,False
15a20486,False,True,False,False
15a20487,False,True,False,False
15a20488,False,True,False,False
15a20489,True,False,True,False
15a20490,False,True,False,False
15a20491,True,False,True,False
15a20492,False,True,False,False
15a20493,True,False,True,False
15a20494,False,True,False,False
15a20495,False,True,False,False
15a20496,False,True,False,False
15a20497,True,False,True,False
15a20498,True,False,True,False
15a20499,True,False,True,False
15a20500,False,True,False,False
15a20501,False,True,False,False
15a20502,False,True,False,False
15a20503,False,True,False,False
15a20504,False,True,False,False
15a20505,False,True,False,False
15a20506,False,True,False,False
15a20507,True,False,True,False
15a20508,False,True,False,False
15a20509,False,True,False,False
15a20510,True,False,True,False
15a20511,True,False,True,False
15a20512,True,False,True,False
15a20513,False,True,False,False
15a20514,False,True,False,False
15a20515,False,True,False,False
15a20516,False,True,False,False
15a20517,False,True,False,False
15a20518,False,True,False,False
15a20519,True,False,True,False
15a20520,False,True,False,False
15a20521,True,False,True,False
15a20522,True,False,True,False
15a20523,False,True,False,False
15a20524,False,True,False,False
15a20525,True,False,True,False
15a20526,True,False,True,False
15a20527,True,False,True,False
15a20528,True,False,True,False
15a20529,True,False,True,False
15a20530,True,False,True,False
15a20531,False,True,False,False
15a20532,False,True,False,False
15a20533,False,True,False,False
15a20534,False,True,False,False
15a20535,False,True,False,False
15a20536,False,True,False,False
15a20537,False,True,False,False
15a20538,False,True,False,False
15a20539,True,False,True,False
15a20540,True,False,True,False
15a20541,True,False,True,False
15a20542,True,False,True,False
15a20543,True,False,True,False
15a20544,True,False,True,False
15a20545,True,False,True,False
15a20546,True,False,True,False
15a20547,True,False,True,False
15a20548,True,False,True,False
15a20549,True,False,True,False
15a20550,True,False,True,False
15a20551,True,False,True,False
15a20552,True,False,True,False
15a20553,True,False,True,False
15a20554,True,False,True,False
15a20555,True,False,True,False
15a20556,True,False,True,False
15a20557,True,False,True,False
15a20558,True,False,True,False
15a20559,True,False,True,False
15a20560,False,True,False,False
15a20561,True,False,True,False
15a20562,True,False,True,False
15a20563,True,False,True,False
15a20564,True,False,True,False
15a20565,True,False,True,False
15a20566,True,False,True,False
15a20567,True,False,True,False
15a20568,True,False,True,False
15a20569,False,True,False,False
15a20570,True,False,True,False
15a20571,False,True,False,False
15a20572,False,True,False,False
15a20573,False,True,False,False
15a20574,True,False,True,False
15a20575,False,True,False,False
15a20576,False,True,False,False
15a20577,False,True,False,False
15a20578,False,True,False,False
15a20579,True,False,True,False
15a20580,True,False,True,False
15a20581,False,True,False,False
15a20582,True,False,True,False
15a20583,True,False,True,False
15a20584,True,False,True,False
15a20585,True,False,True,False
15a20586,True,False,True,False
15a20587,True,False,True,False
15a20588,True,False,True,False
15a20589,True,False,True,False
15a20590,True,False,True,False
15a20591,True,False,True,False
15a20592,True,False,True,False
15a20593,True,False,True,False
15a20594,True,False,True,False
15a20595,True,False,True,False
15a20596,True,False,True,False
15a20597,False,True,False,False
15a20598,True,False,True,False
15a20599,True,False,True,False
15a20600,True,False,True,False
15a20601,True,False,True,False
15a20602,True,False,True,False
15a20603,True,False,True,False
15a20604,True,False,True,False
15a20605,False,True,False,False
15a20606,False,True,False,False
15a20607,True,False,True,False
15a20608,True,False,True,False
15a20609,True,False,True,False
15a20610,True,False,True,False
15a20611,False,True,False,False
15a20612,True,False,True,False
15a20613,True,False,True,False
15a20614,True,False,True,False
15a20615,True,False,True,False
15a20616,True,False,True,False
15a20617,True,False,True,False
15a20618,False,True,False,False
15a20619,False,True,False,False
15a20620,True,False,True,False
15a20621,True,False,True,False
15a20622,True,False,True,False
15a20623,True,False,True,False
15a20624,True,False,True,False
15a20625,False,True,False,False
15a20626,False,True,False,False
15a20627,True,False,True,False
15a20628,False,True,False,False
15a20629,False,True,False,False
15a20630,False,True,False,False
15a20631,False,True,False,False
15a20632,False,True,False,False
15a20633,False,True,False,False
15a20634,True,False,True,False
15a20635,True,False,True,False
15a20636,True,False,True,False
15a20637,True,False,True,False
15a20638,True,False,True,False
15a20639,True,False,True,False
15a20640,True,False,True,False
15a20641,True,False,True,False
15a20642,True,False,True,False
15a20643,True,False,True,False
15a20644,True,False,True,False
15a20645,True,False,True,False
15a20646,True,False,True,False
15a20647,True,False,True,False
15a20648,True,False,True,False
15a20649,True,False,True,False
15a20650,True,False,True,False
15a20651,True,False,True,False
15a20652,True,False,True,False
15a20653,False,True,False,False
15a20654,True,False,True,False
15a20655,False,True,False,False
15a20656,False,True,False,False
15a20657,False,True,False,False
15a20658,False,True,False,False
15a20659,True,False,True,False
15a20660,True,False,True,False
15a20661,True,False,True,False
15a20662,True,False,True,False
15a20663,True,False,True,False
15a20664,True,False,True,False
15a20665,True,False,True,False
15a20666,True,False,True,False
15a20667,False,True,False,False
15a20668,False,True,False,False
15a20669,True,False,True,False
15a20670,False,True,False,False
15a20671,True,False,True,False
15a20672,True,False,True,False
15a20673,True,False,True,False
15a20674,True,False,True,False
15a20675,True,False,True,False
15a20676,True,False,True,False
15a20677,True,False,True,False
15a20678,True,False,True,False
15a20679,True,False,True,False
15a20680,False,True,False,False
15a20681,True,False,True,False
15a20682,True,False,True,False
15a20683,True,False,True,False
15a20684,True,False,True,False
15a20685,True,False,True,False
15a20686,False,True,False,False
15a20687,True,False,True,False
15a20688,True,False,True,False
15a20689,True,False,True,False
15a20690,True,False,True,False
15a20691,True,False,True,False
15a20692,True,False,True,False
15a20693,True,False,True,False
15a20694,True,False,True,False
15a20695,True,False,True,False
15a20696,False,True,False,False
15a20697,False,True,False,False
15a20698,False,True,False,False
15a20699,False,True,False,False
15a20700,False,True,False,False
15a20701,True,False,True,False
15a20702,True,False,True,False
15a20703,False,True,False,False
15a20704,False,True,False,False
15a20705,False,True,False,False
15a20706,False,True,False,False
15a20707,False,True,False,False
15a20708,True,False,True,False
15a20709,False,True,False,False
15a20710,False,True,False,False
15a20711,True,False,True,False
15a20712,True,False,True,False
15a20713,True,False,True,False
15a20714,True,False,True,False
15a20715,True,False,True,False
15a20716,True,False,True,False
15a20717,False,True,False,False
15a20718,False,True,False,False
15a20719,True,False,True,False
15a20720,True,False,True,False
15a20721,True,False,True,False
15a20722,True,False,True,False
15a20723,True,False,True,False
15a20724,True,False,True,False
15a20725,False,True,False,False
15a20726,False,True,False,False
15a20727,False,True,False,False
15a20728,True,False,True,False
15a20729,False,True,False,False
15a20730,True,False,True,False
15a20731,False,True,False,False
15a20732,True,False,True,False
15a20733,True,False,True,False
15a20734,True,False,True,False
15a20735,True,False,True,False
15a20736,False,True,False,False
15a20737,True,False,True,False
15a20738,True,False,True,False
15a20739,True,False,True,False
15a20740,False,True,False,False
15a20741,False,True,False,False
15a20742,False,True,False,False
15a20743,False,True,False,False
15a20744,False,True,False,False
15a20745,True,False,True,False
15a20746,False,True,False,False
15a20747,False,True,False,False
15a20748,True,False,True,False
15a20749,True,False,True,False
15a20750,True,False,True,False
15a20751,True,False,True,False
15a20752,True,False,True,False
15a20753,False,True,False,False
15a20754,False,True,False,False
15a20755,False,True,False,False
15a20756,False,True,False,False
15a20757,False,True,False,False
15a20758,False,True,False,False
15a20759,False,True,False,False
15a20760,True,False,True,False
15a20761,False,True,False,False
15a20762,False,True,False,False
15a20763,False,True,False,False
15a20764,False,True,False,False
15a20765,False,True,False,False
15a20766,False,True,False,False
15a20767,True,False,True,False
